216	6912	0	0	1	0
78	3588	0	0	1	0
67	4891	0	0	1	0
20	2300	0	0	1	0
195	19695	0	0	1	0
246	23862	0	0	1	0
48	5040	0	0	1	0
108	108	3	0	0	1
247	28652	0	0	1	0
60	6660	0	0	1	0
49	5047	0	0	1	0
70	7350	0	0	1	0
102	10302	0	0	1	0
118	11446	0	0	1	0
43	4730	0	0	1	0
185	5920	0	0	1	0
92	10212	0	0	1	0
107	75	0	32	0	0
41	0	0	0	0	0
162	0	105	0	0	0
210	0	102	0	0	0
36	0	26	0	0	2
148	0	99	0	0	0
152	0	101	0	0	0
226	0	112	0	0	0
53	0	32	0	0	0
154	0	109	0	0	0
7	0	4	0	0	4
1	72	0	0	0	0
90	0	32	0	0	0
175	0	116	0	0	0
82	0	32	0	0	0
113	0	100	0	0	0
54	0	25	0	0	1
111	0	6	0	0	1
157	0	104	0	0	0
105	110	1	0	0	0
6	0	3	0	0	5
170	0	115	0	0	0
168	0	111	0	0	0
134	0	103	0	0	0
133	0	97	0	0	0
51	0	8	0	0	2
212	0	116	0	0	0
56	0	48	0	0	1
69	0	31	0	0	1
123	0	103	0	0	0
97	0	19	0	0	1
4	0	0	0	0	27
158	0	101	0	0	0
25	0	7	0	0	1
220	0	119	0	0	0
165	0	108	0	0	0
180	0	120	0	0	0
232	0	111	0	0	0
231	0	121	0	0	0
129	0	109	0	0	0
26	0	17	0	0	4
33	0	0	0	0	3
84	0	21	0	0	1
91	0	8	0	0	1
11	0	9	0	0	8
115	0	114	0	0	0
202	0	32	0	0	0
98	0	19	0	0	1
85	0	30	0	0	1
160	0	97	0	0	0
28	0	5	0	0	4
209	0	32	0	0	0
186	0	102	0	0	0
181	0	112	0	0	0
57	0	44	0	0	1
224	0	114	0	0	0
87	0	32	0	0	0
203	0	105	0	0	0
146	0	114	0	0	0
80	0	7	0	0	1
124	0	32	0	0	0
141	0	103	0	0	0
214	0	114	0	0	0
151	0	100	0	0	0
250	0	110	0	0	0
211	0	117	0	0	0
240	0	115	0	0	0
187	0	117	0	0	0
191	0	101	0	0	0
218	0	115	0	0	0
32	0	19	0	0	3
38	0	32	0	0	0
125	0	111	0	0	0
163	0	99	0	0	0
131	0	115	0	0	0
244	0	105	0	0	0
94	0	9	0	0	1
104	121	0	0	0	0
86	0	18	0	0	1
147	0	32	0	0	0
198	0	97	0	0	0
30	0	10	0	0	3
164	0	97	0	0	0
116	0	115	0	0	0
184	0	116	0	0	0
12	0	6	0	0	9
178	0	32	0	0	0
206	0	116	0	0	0
197	0	115	0	0	0
132	0	115	0	0	0
167	0	99	0	0	0
183	0	99	0	0	0
121	0	105	0	0	0
135	0	101	0	0	0
136	0	32	0	0	0
241	0	115	0	0	0
120	0	100	0	0	0
39	0	19	0	0	2
142	0	32	0	0	0
18	0	11	0	0	5
93	0	17	0	0	1
40	0	35	0	0	2
